"","Date","country","location","variable","value","dataSource","val.approx"
"2060",2014-06-28,NA,NA,NA,NA,NA,1
"2061",2014-06-29,NA,NA,NA,NA,NA,1
"2062",2014-06-30,NA,NA,NA,NA,NA,1
"2063",2014-07-01,NA,NA,NA,NA,NA,1
"2064",2014-07-02,NA,NA,NA,NA,NA,1
"2065",2014-07-03,NA,NA,NA,NA,NA,1
"2066",2014-07-04,NA,NA,NA,NA,NA,1
"2067",2014-07-05,NA,NA,NA,NA,NA,1
"2068",2014-07-06,NA,NA,NA,NA,NA,1
"2069",2014-07-07,NA,NA,NA,NA,NA,1
"2070",2014-07-08,NA,NA,NA,NA,NA,1
"2071",2014-07-09,NA,NA,NA,NA,NA,1
"2072",2014-07-10,NA,NA,NA,NA,NA,1
"2073",2014-07-11,NA,NA,NA,NA,NA,1
"2074",2014-07-12,NA,NA,NA,NA,NA,1
"2075",2014-07-13,NA,NA,NA,NA,NA,1
"2076",2014-07-14,NA,NA,NA,NA,NA,1
"2077",2014-07-15,NA,NA,NA,NA,NA,1
"2078",2014-07-16,NA,NA,NA,NA,NA,1
"2079",2014-07-17,NA,NA,NA,NA,NA,1
"2080",2014-07-18,NA,NA,NA,NA,NA,1
"2081",2014-07-19,NA,NA,NA,NA,NA,1
"2082",2014-07-20,NA,NA,NA,NA,NA,1
"2083",2014-07-21,NA,NA,NA,NA,NA,1
"2084",2014-07-22,NA,NA,NA,NA,NA,1
"2085",2014-07-23,NA,NA,NA,NA,NA,1
"2086",2014-07-24,NA,NA,NA,NA,NA,1
"2087",2014-07-25,NA,NA,NA,NA,NA,1
"2088",2014-07-26,NA,NA,NA,NA,NA,1
"2089",2014-07-27,NA,NA,NA,NA,NA,1
"2090",2014-07-28,NA,NA,NA,NA,NA,1
"2091",2014-07-29,NA,NA,NA,NA,NA,1
"2092",2014-07-30,NA,NA,NA,NA,NA,1
"2093",2014-07-31,NA,NA,NA,NA,NA,1
"2094",2014-08-01,NA,NA,NA,NA,NA,1
"2095",2014-08-02,NA,NA,NA,NA,NA,1
"2096",2014-08-03,NA,NA,NA,NA,NA,1
"2097",2014-08-04,NA,NA,NA,NA,NA,1
"2098",2014-08-05,NA,NA,NA,NA,NA,1
"2099",2014-08-06,NA,NA,NA,NA,NA,1
"2100",2014-08-07,NA,NA,NA,NA,NA,1
"2101",2014-08-08,NA,NA,NA,NA,NA,1
"2102",2014-08-09,NA,NA,NA,NA,NA,1
"2103",2014-08-10,NA,NA,NA,NA,NA,1
"2104",2014-08-11,NA,NA,NA,NA,NA,1
"2105",2014-08-12,NA,NA,NA,NA,NA,1
"2106",2014-08-13,NA,NA,NA,NA,NA,1
"2107",2014-08-14,NA,NA,NA,NA,NA,1
"2108",2014-08-15,NA,NA,NA,NA,NA,1
"2109",2014-08-16,NA,NA,NA,NA,NA,1
"2110",2014-08-17,NA,NA,NA,NA,NA,1
"2111",2014-08-18,NA,NA,NA,NA,NA,1
"2112",2014-08-19,NA,NA,NA,NA,NA,1
"2113",2014-08-20,NA,NA,NA,NA,NA,1
"2114",2014-08-21,NA,NA,NA,NA,NA,1
"2115",2014-08-22,NA,NA,NA,NA,NA,1
"2116",2014-08-23,NA,NA,NA,NA,NA,1
"2117",2014-08-24,"Guinea","KISSIDOUGO","CASES",1,"Patient database",1
"2118",2014-08-25,NA,NA,NA,NA,NA,1
"2119",2014-08-26,NA,NA,NA,NA,NA,1
"2120",2014-08-27,NA,NA,NA,NA,NA,1
"2121",2014-08-28,NA,NA,NA,NA,NA,1
"2122",2014-08-29,NA,NA,NA,NA,NA,1
"2123",2014-08-30,NA,NA,NA,NA,NA,1
"2124",2014-08-31,NA,NA,NA,NA,NA,1
"2125",2014-09-01,NA,NA,NA,NA,NA,1
"2126",2014-09-02,NA,NA,NA,NA,NA,1
"2127",2014-09-03,NA,NA,NA,NA,NA,1
"2128",2014-09-04,NA,NA,NA,NA,NA,1
"2129",2014-09-05,NA,NA,NA,NA,NA,1
"2130",2014-09-06,NA,NA,NA,NA,NA,1
"2131",2014-09-07,NA,NA,NA,NA,NA,1
"2132",2014-09-08,NA,NA,NA,NA,NA,1
"2133",2014-09-09,NA,NA,NA,NA,NA,1
"2134",2014-09-10,NA,NA,NA,NA,NA,1
"2135",2014-09-11,NA,NA,NA,NA,NA,1
"2136",2014-09-12,NA,NA,NA,NA,NA,1
"2137",2014-09-13,NA,NA,NA,NA,NA,1
"2138",2014-09-14,"Guinea","KISSIDOUGO","CASES",1,"Patient database",1
"2139",2014-09-15,NA,NA,NA,NA,NA,1
"2140",2014-09-16,NA,NA,NA,NA,NA,1
"2141",2014-09-17,NA,NA,NA,NA,NA,1
"2142",2014-09-18,NA,NA,NA,NA,NA,1
"2143",2014-09-19,NA,NA,NA,NA,NA,1
"2144",2014-09-20,NA,NA,NA,NA,NA,1
"2145",2014-09-21,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2146",2014-09-22,NA,NA,NA,NA,NA,0
"2147",2014-09-23,NA,NA,NA,NA,NA,0
"2148",2014-09-24,NA,NA,NA,NA,NA,0
"2149",2014-09-25,NA,NA,NA,NA,NA,0
"2150",2014-09-26,NA,NA,NA,NA,NA,0
"2151",2014-09-27,NA,NA,NA,NA,NA,0
"2152",2014-09-28,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2153",2014-09-29,NA,NA,NA,NA,NA,0
"2154",2014-09-30,NA,NA,NA,NA,NA,0
"2155",2014-10-01,NA,NA,NA,NA,NA,0
"2156",2014-10-02,NA,NA,NA,NA,NA,0
"2157",2014-10-03,NA,NA,NA,NA,NA,0
"2158",2014-10-04,NA,NA,NA,NA,NA,0
"2159",2014-10-05,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2160",2014-10-06,NA,NA,NA,NA,NA,0
"2161",2014-10-07,NA,NA,NA,NA,NA,0
"2162",2014-10-08,NA,NA,NA,NA,NA,0
"2163",2014-10-09,NA,NA,NA,NA,NA,0
"2164",2014-10-10,NA,NA,NA,NA,NA,0
"2165",2014-10-11,NA,NA,NA,NA,NA,0
"2166",2014-10-12,"Guinea","KISSIDOUGO","CASES",3,"Patient database",2.5
"2167",2014-10-12,"Guinea","KISSIDOUGO","CASES",2,"Situation report",2.5
"2168",2014-10-13,NA,NA,NA,NA,NA,2.5
"2169",2014-10-14,NA,NA,NA,NA,NA,2.5
"2170",2014-10-15,NA,NA,NA,NA,NA,2.5
"2171",2014-10-16,NA,NA,NA,NA,NA,2.5
"2172",2014-10-17,NA,NA,NA,NA,NA,2.5
"2173",2014-10-18,NA,NA,NA,NA,NA,2.5
"2174",2014-10-19,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2175",2014-10-20,NA,NA,NA,NA,NA,0
"2176",2014-10-21,NA,NA,NA,NA,NA,0
"2177",2014-10-22,NA,NA,NA,NA,NA,0
"2178",2014-10-23,NA,NA,NA,NA,NA,0
"2179",2014-10-24,NA,NA,NA,NA,NA,0
"2180",2014-10-25,NA,NA,NA,NA,NA,0
"2181",2014-10-26,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2182",2014-10-27,NA,NA,NA,NA,NA,0
"2183",2014-10-28,NA,NA,NA,NA,NA,0
"2184",2014-10-29,NA,NA,NA,NA,NA,0
"2185",2014-10-30,NA,NA,NA,NA,NA,0
"2186",2014-10-31,NA,NA,NA,NA,NA,0
"2187",2014-11-01,NA,NA,NA,NA,NA,0
"2188",2014-11-02,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2189",2014-11-03,NA,NA,NA,NA,NA,0
"2190",2014-11-04,NA,NA,NA,NA,NA,0
"2191",2014-11-05,NA,NA,NA,NA,NA,0
"2192",2014-11-06,NA,NA,NA,NA,NA,0
"2193",2014-11-07,NA,NA,NA,NA,NA,0
"2194",2014-11-08,NA,NA,NA,NA,NA,0
"2195",2014-11-09,"Guinea","KISSIDOUGO","CASES",1,"Patient database",1
"2196",2014-11-09,"Guinea","KISSIDOUGO","CASES",1,"Situation report",1
"2197",2014-11-10,NA,NA,NA,NA,NA,1
"2198",2014-11-11,NA,NA,NA,NA,NA,1
"2199",2014-11-12,NA,NA,NA,NA,NA,1
"2200",2014-11-13,NA,NA,NA,NA,NA,1
"2201",2014-11-14,NA,NA,NA,NA,NA,1
"2202",2014-11-15,NA,NA,NA,NA,NA,1
"2203",2014-11-16,"Guinea","KISSIDOUGO","CASES",0,"Situation report",0
"2204",2014-03-16,"Guinea","KOUROUSSA","CASES",1,"Patient database",1
"2205",2014-03-17,NA,NA,NA,NA,NA,1
"2206",2014-03-18,NA,NA,NA,NA,NA,1
"2207",2014-03-19,NA,NA,NA,NA,NA,1
"2208",2014-03-20,NA,NA,NA,NA,NA,1
"2209",2014-03-21,NA,NA,NA,NA,NA,1
"2210",2014-03-22,NA,NA,NA,NA,NA,1
"2211",2014-03-23,NA,NA,NA,NA,NA,1
"2212",2014-03-24,NA,NA,NA,NA,NA,1
"2213",2014-03-25,NA,NA,NA,NA,NA,1
"2214",2014-03-26,NA,NA,NA,NA,NA,1
"2215",2014-03-27,NA,NA,NA,NA,NA,1
"2216",2014-03-28,NA,NA,NA,NA,NA,1
"2217",2014-03-29,NA,NA,NA,NA,NA,1
"2218",2014-03-30,NA,NA,NA,NA,NA,1
"2219",2014-03-31,NA,NA,NA,NA,NA,1
"2220",2014-04-01,NA,NA,NA,NA,NA,1
"2221",2014-04-02,NA,NA,NA,NA,NA,1
"2222",2014-04-03,NA,NA,NA,NA,NA,1
"2223",2014-04-04,NA,NA,NA,NA,NA,1
"2224",2014-04-05,NA,NA,NA,NA,NA,1
"2225",2014-04-06,NA,NA,NA,NA,NA,1
"2226",2014-04-07,NA,NA,NA,NA,NA,1
"2227",2014-04-08,NA,NA,NA,NA,NA,1
"2228",2014-04-09,NA,NA,NA,NA,NA,1
"2229",2014-04-10,NA,NA,NA,NA,NA,1
"2230",2014-04-11,NA,NA,NA,NA,NA,1
"2231",2014-04-12,NA,NA,NA,NA,NA,1
"2232",2014-04-13,NA,NA,NA,NA,NA,1
"2233",2014-04-14,NA,NA,NA,NA,NA,1
"2234",2014-04-15,NA,NA,NA,NA,NA,1
"2235",2014-04-16,NA,NA,NA,NA,NA,1
"2236",2014-04-17,NA,NA,NA,NA,NA,1
"2237",2014-04-18,NA,NA,NA,NA,NA,1
"2238",2014-04-19,NA,NA,NA,NA,NA,1
"2239",2014-04-20,NA,NA,NA,NA,NA,1
"2240",2014-04-21,NA,NA,NA,NA,NA,1
"2241",2014-04-22,NA,NA,NA,NA,NA,1
"2242",2014-04-23,NA,NA,NA,NA,NA,1
"2243",2014-04-24,NA,NA,NA,NA,NA,1
"2244",2014-04-25,NA,NA,NA,NA,NA,1
"2245",2014-04-26,NA,NA,NA,NA,NA,1
"2246",2014-04-27,NA,NA,NA,NA,NA,1
"2247",2014-04-28,NA,NA,NA,NA,NA,1
"2248",2014-04-29,NA,NA,NA,NA,NA,1
"2249",2014-04-30,NA,NA,NA,NA,NA,1
"2250",2014-05-01,NA,NA,NA,NA,NA,1
"2251",2014-05-02,NA,NA,NA,NA,NA,1
"2252",2014-05-03,NA,NA,NA,NA,NA,1
"2253",2014-05-04,NA,NA,NA,NA,NA,1
"2254",2014-05-05,NA,NA,NA,NA,NA,1
"2255",2014-05-06,NA,NA,NA,NA,NA,1
"2256",2014-05-07,NA,NA,NA,NA,NA,1
"2257",2014-05-08,NA,NA,NA,NA,NA,1
"2258",2014-05-09,NA,NA,NA,NA,NA,1
"2259",2014-05-10,NA,NA,NA,NA,NA,1
"2260",2014-05-11,NA,NA,NA,NA,NA,1
"2261",2014-05-12,NA,NA,NA,NA,NA,1
"2262",2014-05-13,NA,NA,NA,NA,NA,1
"2263",2014-05-14,NA,NA,NA,NA,NA,1
"2264",2014-05-15,NA,NA,NA,NA,NA,1
"2265",2014-05-16,NA,NA,NA,NA,NA,1
"2266",2014-05-17,NA,NA,NA,NA,NA,1
"2267",2014-05-18,NA,NA,NA,NA,NA,1
"2268",2014-05-19,NA,NA,NA,NA,NA,1
"2269",2014-05-20,NA,NA,NA,NA,NA,1
"2270",2014-05-21,NA,NA,NA,NA,NA,1
"2271",2014-05-22,NA,NA,NA,NA,NA,1
"2272",2014-05-23,NA,NA,NA,NA,NA,1
"2273",2014-05-24,NA,NA,NA,NA,NA,1
"2274",2014-05-25,"Guinea","KOUROUSSA","CASES",1,"Patient database",1
"2275",2014-05-26,NA,NA,NA,NA,NA,1
"2276",2014-05-27,NA,NA,NA,NA,NA,1
"2277",2014-05-28,NA,NA,NA,NA,NA,1
"2278",2014-05-29,NA,NA,NA,NA,NA,1
"2279",2014-05-30,NA,NA,NA,NA,NA,1
"2280",2014-05-31,NA,NA,NA,NA,NA,1
"2281",2014-06-01,"Guinea","KOUROUSSA","CASES",1,"Patient database",1
"2282",2014-06-02,NA,NA,NA,NA,NA,1
"2283",2014-06-03,NA,NA,NA,NA,NA,1
"2284",2014-06-04,NA,NA,NA,NA,NA,1
"2285",2014-06-05,NA,NA,NA,NA,NA,1
"2286",2014-06-06,NA,NA,NA,NA,NA,1
"2287",2014-06-07,NA,NA,NA,NA,NA,1
"2288",2014-06-08,NA,NA,NA,NA,NA,1
"2289",2014-06-09,NA,NA,NA,NA,NA,1
"2290",2014-06-10,NA,NA,NA,NA,NA,1
"2291",2014-06-11,NA,NA,NA,NA,NA,1
"2292",2014-06-12,NA,NA,NA,NA,NA,1
"2293",2014-06-13,NA,NA,NA,NA,NA,1
"2294",2014-06-14,NA,NA,NA,NA,NA,1
"2295",2014-06-15,NA,NA,NA,NA,NA,1
"2296",2014-06-16,NA,NA,NA,NA,NA,1
"2297",2014-06-17,NA,NA,NA,NA,NA,1
"2298",2014-06-18,NA,NA,NA,NA,NA,1
"2299",2014-06-19,NA,NA,NA,NA,NA,1
"2300",2014-06-20,NA,NA,NA,NA,NA,1
"2301",2014-06-21,NA,NA,NA,NA,NA,1
"2302",2014-06-22,NA,NA,NA,NA,NA,1
"2303",2014-06-23,NA,NA,NA,NA,NA,1
"2304",2014-06-24,NA,NA,NA,NA,NA,1
"2305",2014-06-25,NA,NA,NA,NA,NA,1
"2306",2014-06-26,NA,NA,NA,NA,NA,1
"2307",2014-06-27,NA,NA,NA,NA,NA,1
"2308",2014-06-28,NA,NA,NA,NA,NA,1
"2309",2014-06-29,NA,NA,NA,NA,NA,1
"2310",2014-06-30,NA,NA,NA,NA,NA,1
"2311",2014-07-01,NA,NA,NA,NA,NA,1
"2312",2014-07-02,NA,NA,NA,NA,NA,1
"2313",2014-07-03,NA,NA,NA,NA,NA,1
"2314",2014-07-04,NA,NA,NA,NA,NA,1
"2315",2014-07-05,NA,NA,NA,NA,NA,1
"2316",2014-07-06,NA,NA,NA,NA,NA,1
"2317",2014-07-07,NA,NA,NA,NA,NA,1
"2318",2014-07-08,NA,NA,NA,NA,NA,1
"2319",2014-07-09,NA,NA,NA,NA,NA,1
"2320",2014-07-10,NA,NA,NA,NA,NA,1
"2321",2014-07-11,NA,NA,NA,NA,NA,1
"2322",2014-07-12,NA,NA,NA,NA,NA,1
"2323",2014-07-13,NA,NA,NA,NA,NA,1
"2324",2014-07-14,NA,NA,NA,NA,NA,1
"2325",2014-07-15,NA,NA,NA,NA,NA,1
"2326",2014-07-16,NA,NA,NA,NA,NA,1
"2327",2014-07-17,NA,NA,NA,NA,NA,1
"2328",2014-07-18,NA,NA,NA,NA,NA,1
"2329",2014-07-19,NA,NA,NA,NA,NA,1
"2330",2014-07-20,NA,NA,NA,NA,NA,1
"2331",2014-07-21,NA,NA,NA,NA,NA,1
"2332",2014-07-22,NA,NA,NA,NA,NA,1
"2333",2014-07-23,NA,NA,NA,NA,NA,1
"2334",2014-07-24,NA,NA,NA,NA,NA,1
"2335",2014-07-25,NA,NA,NA,NA,NA,1
"2336",2014-07-26,NA,NA,NA,NA,NA,1
"2337",2014-07-27,"Guinea","KOUROUSSA","CASES",1,"Patient database",1
"2338",2014-07-28,NA,NA,NA,NA,NA,1
"2339",2014-07-29,NA,NA,NA,NA,NA,1
"2340",2014-07-30,NA,NA,NA,NA,NA,1
"2341",2014-07-31,NA,NA,NA,NA,NA,1
"2342",2014-08-01,NA,NA,NA,NA,NA,1
"2343",2014-08-02,NA,NA,NA,NA,NA,1
"2344",2014-08-03,NA,NA,NA,NA,NA,1
"2345",2014-08-04,NA,NA,NA,NA,NA,1
"2346",2014-08-05,NA,NA,NA,NA,NA,1
"2347",2014-08-06,NA,NA,NA,NA,NA,1
"2348",2014-08-07,NA,NA,NA,NA,NA,1
"2349",2014-08-08,NA,NA,NA,NA,NA,1
"2350",2014-08-09,NA,NA,NA,NA,NA,1
"2351",2014-08-10,NA,NA,NA,NA,NA,1
"2352",2014-08-11,NA,NA,NA,NA,NA,1
"2353",2014-08-12,NA,NA,NA,NA,NA,1
"2354",2014-08-13,NA,NA,NA,NA,NA,1
"2355",2014-08-14,NA,NA,NA,NA,NA,1
"2356",2014-08-15,NA,NA,NA,NA,NA,1
"2357",2014-08-16,NA,NA,NA,NA,NA,1
"2358",2014-08-17,NA,NA,NA,NA,NA,1
"2359",2014-08-18,NA,NA,NA,NA,NA,1
"2360",2014-08-19,NA,NA,NA,NA,NA,1
"2361",2014-08-20,NA,NA,NA,NA,NA,1
"2362",2014-08-21,NA,NA,NA,NA,NA,1
"2363",2014-08-22,NA,NA,NA,NA,NA,1
"2364",2014-08-23,NA,NA,NA,NA,NA,1
"2365",2014-08-24,NA,NA,NA,NA,NA,1
"2366",2014-08-25,NA,NA,NA,NA,NA,1
"2367",2014-08-26,NA,NA,NA,NA,NA,1
"2368",2014-08-27,NA,NA,NA,NA,NA,1
"2369",2014-08-28,NA,NA,NA,NA,NA,1
"2370",2014-08-29,NA,NA,NA,NA,NA,1
"2371",2014-08-30,NA,NA,NA,NA,NA,1
"2372",2014-08-31,NA,NA,NA,NA,NA,1
"2373",2014-09-01,NA,NA,NA,NA,NA,1
"2374",2014-09-02,NA,NA,NA,NA,NA,1
"2375",2014-09-03,NA,NA,NA,NA,NA,1
"2376",2014-09-04,NA,NA,NA,NA,NA,1
"2377",2014-09-05,NA,NA,NA,NA,NA,1
"2378",2014-09-06,NA,NA,NA,NA,NA,1
"2379",2014-09-07,NA,NA,NA,NA,NA,1
"2380",2014-09-08,NA,NA,NA,NA,NA,1
"2381",2014-09-09,NA,NA,NA,NA,NA,1
"2382",2014-09-10,NA,NA,NA,NA,NA,1
"2383",2014-09-11,NA,NA,NA,NA,NA,1
"2384",2014-09-12,NA,NA,NA,NA,NA,1
"2385",2014-09-13,NA,NA,NA,NA,NA,1
"2386",2014-09-14,NA,NA,NA,NA,NA,1
"2387",2014-09-15,NA,NA,NA,NA,NA,1
"2388",2014-09-16,NA,NA,NA,NA,NA,1
"2389",2014-09-17,NA,NA,NA,NA,NA,1
"2390",2014-09-18,NA,NA,NA,NA,NA,1
"2391",2014-09-19,NA,NA,NA,NA,NA,1
"2392",2014-09-20,NA,NA,NA,NA,NA,1
"2393",2014-09-21,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2394",2014-09-22,NA,NA,NA,NA,NA,0
"2395",2014-09-23,NA,NA,NA,NA,NA,0
"2396",2014-09-24,NA,NA,NA,NA,NA,0
"2397",2014-09-25,NA,NA,NA,NA,NA,0
"2398",2014-09-26,NA,NA,NA,NA,NA,0
"2399",2014-09-27,NA,NA,NA,NA,NA,0
"2400",2014-09-28,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2401",2014-09-29,NA,NA,NA,NA,NA,0
"2402",2014-09-30,NA,NA,NA,NA,NA,0
"2403",2014-10-01,NA,NA,NA,NA,NA,0
"2404",2014-10-02,NA,NA,NA,NA,NA,0
"2405",2014-10-03,NA,NA,NA,NA,NA,0
"2406",2014-10-04,NA,NA,NA,NA,NA,0
"2407",2014-10-05,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2408",2014-10-06,NA,NA,NA,NA,NA,0
"2409",2014-10-07,NA,NA,NA,NA,NA,0
"2410",2014-10-08,NA,NA,NA,NA,NA,0
"2411",2014-10-09,NA,NA,NA,NA,NA,0
"2412",2014-10-10,NA,NA,NA,NA,NA,0
"2413",2014-10-11,NA,NA,NA,NA,NA,0
"2414",2014-10-12,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2415",2014-10-13,NA,NA,NA,NA,NA,0
"2416",2014-10-14,NA,NA,NA,NA,NA,0
"2417",2014-10-15,NA,NA,NA,NA,NA,0
"2418",2014-10-16,NA,NA,NA,NA,NA,0
"2419",2014-10-17,NA,NA,NA,NA,NA,0
"2420",2014-10-18,NA,NA,NA,NA,NA,0
"2421",2014-10-19,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2422",2014-10-20,NA,NA,NA,NA,NA,0
"2423",2014-10-21,NA,NA,NA,NA,NA,0
"2424",2014-10-22,NA,NA,NA,NA,NA,0
"2425",2014-10-23,NA,NA,NA,NA,NA,0
"2426",2014-10-24,NA,NA,NA,NA,NA,0
"2427",2014-10-25,NA,NA,NA,NA,NA,0
"2428",2014-10-26,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2429",2014-10-27,NA,NA,NA,NA,NA,0
"2430",2014-10-28,NA,NA,NA,NA,NA,0
"2431",2014-10-29,NA,NA,NA,NA,NA,0
"2432",2014-10-30,NA,NA,NA,NA,NA,0
"2433",2014-10-31,NA,NA,NA,NA,NA,0
"2434",2014-11-01,NA,NA,NA,NA,NA,0
"2435",2014-11-02,"Guinea","KOUROUSSA","CASES",1,"Patient database",1
"2436",2014-11-02,"Guinea","KOUROUSSA","CASES",1,"Situation report",1
"2437",2014-11-03,NA,NA,NA,NA,NA,1
"2438",2014-11-04,NA,NA,NA,NA,NA,1
"2439",2014-11-05,NA,NA,NA,NA,NA,1
"2440",2014-11-06,NA,NA,NA,NA,NA,1
"2441",2014-11-07,NA,NA,NA,NA,NA,1
"2442",2014-11-08,NA,NA,NA,NA,NA,1
"2443",2014-11-09,"Guinea","KOUROUSSA","CASES",0,"Situation report",0
"2444",2014-11-10,NA,NA,NA,NA,NA,0
"2445",2014-11-11,NA,NA,NA,NA,NA,0
"2446",2014-11-12,NA,NA,NA,NA,NA,0
"2447",2014-11-13,NA,NA,NA,NA,NA,0
"2448",2014-11-14,NA,NA,NA,NA,NA,0
"2449",2014-11-15,NA,NA,NA,NA,NA,0
"2450",2014-11-16,"Guinea","KOUROUSSA","CASES",3,"Situation report",3
"2451",2014-09-21,"Guinea","LOLA","CASES",1,"Patient database",1
"2452",2014-09-22,NA,NA,NA,NA,NA,1
"2453",2014-09-23,NA,NA,NA,NA,NA,1
"2454",2014-09-24,NA,NA,NA,NA,NA,1
"2455",2014-09-25,NA,NA,NA,NA,NA,1
"2456",2014-09-26,NA,NA,NA,NA,NA,1
"2457",2014-09-27,NA,NA,NA,NA,NA,1
"2458",2014-09-28,NA,NA,NA,NA,NA,1
"2459",2014-09-29,NA,NA,NA,NA,NA,1
"2460",2014-09-30,NA,NA,NA,NA,NA,1
"2461",2014-10-01,NA,NA,NA,NA,NA,1
"2462",2014-10-02,NA,NA,NA,NA,NA,1
"2463",2014-10-03,NA,NA,NA,NA,NA,1
"2464",2014-10-04,NA,NA,NA,NA,NA,1
"2465",2014-10-05,"Guinea","LOLA","CASES",3,"Situation report",4.5
"2466",2014-10-05,"Guinea","LOLA","CASES",6,"Patient database",4.5
"2467",2014-10-06,NA,NA,NA,NA,NA,4.5
"2468",2014-10-07,NA,NA,NA,NA,NA,4.5
"2469",2014-10-08,NA,NA,NA,NA,NA,4.5
"2470",2014-10-09,NA,NA,NA,NA,NA,4.5
"2471",2014-10-10,NA,NA,NA,NA,NA,4.5
"2472",2014-10-11,NA,NA,NA,NA,NA,4.5
"2473",2014-10-12,"Guinea","LOLA","CASES",4,"Situation report",4.5
"2474",2014-10-12,"Guinea","LOLA","CASES",5,"Patient database",4.5
"2475",2014-10-13,NA,NA,NA,NA,NA,4.5
"2476",2014-10-14,NA,NA,NA,NA,NA,4.5
"2477",2014-10-15,NA,NA,NA,NA,NA,4.5
"2478",2014-10-16,NA,NA,NA,NA,NA,4.5
"2479",2014-10-17,NA,NA,NA,NA,NA,4.5
"2480",2014-10-18,NA,NA,NA,NA,NA,4.5
"2481",2014-10-19,"Guinea","LOLA","CASES",2,"Patient database",2.5
"2482",2014-10-19,"Guinea","LOLA","CASES",3,"Situation report",2.5
"2483",2014-10-20,NA,NA,NA,NA,NA,2.5
"2484",2014-10-21,NA,NA,NA,NA,NA,2.5
"2485",2014-10-22,NA,NA,NA,NA,NA,2.5
"2486",2014-10-23,NA,NA,NA,NA,NA,2.5
"2487",2014-10-24,NA,NA,NA,NA,NA,2.5
"2488",2014-10-25,NA,NA,NA,NA,NA,2.5
"2489",2014-10-26,"Guinea","LOLA","CASES",2,"Situation report",2
"2490",2014-10-26,"Guinea","LOLA","CASES",2,"Patient database",2
"2491",2014-10-27,NA,NA,NA,NA,NA,2
"2492",2014-10-28,NA,NA,NA,NA,NA,2
"2493",2014-10-29,NA,NA,NA,NA,NA,2
"2494",2014-10-30,NA,NA,NA,NA,NA,2
"2495",2014-10-31,NA,NA,NA,NA,NA,2
"2496",2014-11-01,NA,NA,NA,NA,NA,2
"2497",2014-11-02,"Guinea","LOLA","CASES",0,"Situation report",0
"2498",2014-11-03,NA,NA,NA,NA,NA,0
"2499",2014-11-04,NA,NA,NA,NA,NA,0
"2500",2014-11-05,NA,NA,NA,NA,NA,0
"2501",2014-11-06,NA,NA,NA,NA,NA,0
"2502",2014-11-07,NA,NA,NA,NA,NA,0
"2503",2014-11-08,NA,NA,NA,NA,NA,0
"2504",2014-11-09,"Guinea","LOLA","CASES",0,"Situation report",0
"2505",2014-11-10,NA,NA,NA,NA,NA,0
"2506",2014-11-11,NA,NA,NA,NA,NA,0
"2507",2014-11-12,NA,NA,NA,NA,NA,0
"2508",2014-11-13,NA,NA,NA,NA,NA,0
"2509",2014-11-14,NA,NA,NA,NA,NA,0
"2510",2014-11-15,NA,NA,NA,NA,NA,0
"2511",2014-11-16,"Guinea","LOLA","CASES",1,"Patient database",1
"2512",2014-11-16,"Guinea","LOLA","CASES",1,"Situation report",1
"2513",2014-02-16,"Guinea","MACENTA","CASES",1,"Patient database",1
"2514",2014-02-17,NA,NA,NA,NA,NA,1
"2515",2014-02-18,NA,NA,NA,NA,NA,1
"2516",2014-02-19,NA,NA,NA,NA,NA,1
"2517",2014-02-20,NA,NA,NA,NA,NA,1
"2518",2014-02-21,NA,NA,NA,NA,NA,1
"2519",2014-02-22,NA,NA,NA,NA,NA,1
"2520",2014-02-23,"Guinea","MACENTA","CASES",2,"Patient database",2
"2521",2014-02-24,NA,NA,NA,NA,NA,2
"2522",2014-02-25,NA,NA,NA,NA,NA,2
"2523",2014-02-26,NA,NA,NA,NA,NA,2
"2524",2014-02-27,NA,NA,NA,NA,NA,2
"2525",2014-02-28,NA,NA,NA,NA,NA,2
"2526",2014-03-01,NA,NA,NA,NA,NA,2
"2527",2014-03-02,"Guinea","MACENTA","CASES",2,"Patient database",2
"2528",2014-03-03,NA,NA,NA,NA,NA,2
"2529",2014-03-04,NA,NA,NA,NA,NA,2
"2530",2014-03-05,NA,NA,NA,NA,NA,2
"2531",2014-03-06,NA,NA,NA,NA,NA,2
"2532",2014-03-07,NA,NA,NA,NA,NA,2
"2533",2014-03-08,NA,NA,NA,NA,NA,2
"2534",2014-03-09,"Guinea","MACENTA","CASES",2,"Patient database",2
"2535",2014-03-10,NA,NA,NA,NA,NA,2
"2536",2014-03-11,NA,NA,NA,NA,NA,2
"2537",2014-03-12,NA,NA,NA,NA,NA,2
"2538",2014-03-13,NA,NA,NA,NA,NA,2
